,path,label_full,label
1246,PokemonData\Ekans\79c94d7842b34c379025cb34fdc27ab3.jpg,Ekans,23
1247,PokemonData\Ekans\7ad768c1a2a54f78a8b6f09c2f014413.jpg,Ekans,23
1248,PokemonData\Ekans\83f42c142996460a99d0d12a6fc9fdd8.jpg,Ekans,23
1249,PokemonData\Ekans\8e980ed36c4946d1b387b58849b512c9.jpg,Ekans,23
1250,PokemonData\Ekans\99f7047c257a4934a6030da389b3b8bb.jpg,Ekans,23
1251,PokemonData\Ekans\a29623ca6d124a90aae453838eb5e950.jpg,Ekans,23
1252,PokemonData\Ekans\a4240589bb814d638765e842a8227357.jpg,Ekans,23
1253,PokemonData\Ekans\a434a78a3bc447f38cb5754d84b6fae0.jpg,Ekans,23
1254,PokemonData\Ekans\a837ed210d274934a6fb1f3693d6c2db.jpg,Ekans,23
1255,PokemonData\Ekans\add2608ca4344fcb8c3a5157a2f7cb3a.jpg,Ekans,23
1256,PokemonData\Ekans\b24c3fa1a8b742af9af97c58c002c85b.jpg'),Ekans,23
1257,PokemonData\Ekans\b98732e7581a44b28b9322cb6f70aeeb.jpg,Ekans,23
1258,PokemonData\Ekans\c8368df8179944c6a26c0cdb71dd2058.jpg,Ekans,23
1259,PokemonData\Ekans\cc305034a9a14613bd5cf6e67c14bed8.jpg,Ekans,23
1260,PokemonData\Ekans\d9ec98f5d972459aa17b2d67954ec688.jpg,Ekans,23
1261,PokemonData\Ekans\ddc5383db4074a228ddbcc48f2026b97.jpg,Ekans,23
1262,PokemonData\Ekans\e4c4b1b34354471982fdcec66cc749cb.jpg,Ekans,23
1263,PokemonData\Ekans\e545a6915b8d45cd90bd99e4057c28d6.jpg,Ekans,23
1264,PokemonData\Ekans\efc35adcba40470ab9f9027e95c44df8.jpg,Ekans,23
1265,PokemonData\Ekans\f5ff74c3f1b2477ba2b4e8ec7835c98f.jpg,Ekans,23
1266,PokemonData\Ekans\f833933383fa4e7b96ec7b279f5e0a85.jpg,Ekans,23
1267,PokemonData\Ekans\ff7398eace094621ae96f031fdaa9c37.jpg,Ekans,23
1268,PokemonData\Electabuzz\04f661c9daea40449861294b89d9579e.jpg,Electabuzz,125
1269,PokemonData\Electabuzz\0a92945d30054fdf998a8481d0db568d.jpg,Electabuzz,125
1270,PokemonData\Electabuzz\146ab599f4554373a5984f6b0741ff10.jpg,Electabuzz,125
1271,PokemonData\Electabuzz\15b12b9725db4a07bd9e11ba30ffc241.jpg,Electabuzz,125
1272,PokemonData\Electabuzz\16a1b08c4e1c4bf185da953b7745e707.jpg,Electabuzz,125
1273,PokemonData\Electabuzz\1a3d288cc20b42ccb3b557fe17426c6b.jpg,Electabuzz,125
1274,PokemonData\Electabuzz\2e32dbe14f3046d8812871d300afc801.jpg,Electabuzz,125
1275,PokemonData\Electabuzz\43d07d3a50034ddca04baa4b688e01d5.jpg,Electabuzz,125
1276,PokemonData\Electabuzz\4c8a87c661fd453c8287b0d1c0fe6714.jpg,Electabuzz,125
1277,PokemonData\Electabuzz\4e6e73a1bb0b4f7f93ae2d9add10850b.jpg,Electabuzz,125
1278,PokemonData\Electabuzz\5321ae5bef6244ab8eb5dbdf231b8507.jpg,Electabuzz,125
1279,PokemonData\Electabuzz\54241266ae184532a366638c1a799cde.jpg,Electabuzz,125
1280,PokemonData\Electabuzz\5484e5f1e93844e0820d8622fc512b1e.jpg,Electabuzz,125
1281,PokemonData\Electabuzz\57b6e2c8b3094990a03d333f225624e3.jpg,Electabuzz,125
1282,PokemonData\Electabuzz\5e60cfba6fce4dc89371d64c46cb2fa2.jpg,Electabuzz,125
1283,PokemonData\Electabuzz\6a93938509a343fca1dac0b390bcafa4.jpg,Electabuzz,125
1284,PokemonData\Electabuzz\6efcdb42a52f419e9024db77370643e5.jpg,Electabuzz,125
1285,PokemonData\Electabuzz\77c17531c4884d709d2f22d38b964cee.jpg,Electabuzz,125
1286,PokemonData\Electabuzz\7b49cb7180ae4e2ca9d26a34a428aced.jpg,Electabuzz,125
1287,PokemonData\Electabuzz\7db898f80445488aac92661a250f83b0.jpg,Electabuzz,125
1288,PokemonData\Electabuzz\82309b547cae45c58bd3f9a93904be9c.jpg,Electabuzz,125
1289,PokemonData\Electabuzz\870e53ef825b492e800f095ca2608fe2.jpg,Electabuzz,125
1290,PokemonData\Electabuzz\887cb444b8bf4104bac64fec13fa1a37.jpg,Electabuzz,125
1291,PokemonData\Electabuzz\902c1b1744de4bf89a41852dfc8078b8.jpg,Electabuzz,125
1292,PokemonData\Electabuzz\be6ccd3259e749c083ba37e6c1bb9769.jpg,Electabuzz,125
1293,PokemonData\Electabuzz\c1edd6e6b777421c9af2790cfa1e3707.jpg,Electabuzz,125
1294,PokemonData\Electabuzz\c33b11976abd4840b7ce783c2a9c1790.jpg,Electabuzz,125
1295,PokemonData\Electabuzz\c9d5309ef00a4a7b937755ed971cce67.jpg,Electabuzz,125
1296,PokemonData\Electabuzz\d3a2b1b08c84496eb402526499f377e7.jpg,Electabuzz,125
1297,PokemonData\Electabuzz\d8680382120e4d53a68b764b3cfaf6cc.jpg,Electabuzz,125
1298,PokemonData\Electabuzz\db4625c791d64c03a6eb3327d92eb17d.jpg,Electabuzz,125
1299,PokemonData\Electabuzz\dbf7da631b304a5aa141773f1ec71791.jpg,Electabuzz,125
1300,PokemonData\Electabuzz\ddc625502fcb46f3bd782e759b70faa0.jpg,Electabuzz,125
1301,PokemonData\Electabuzz\deaa37cd91834928abd186d3ed66532b.jpg,Electabuzz,125
1302,PokemonData\Electabuzz\deb1f0591d3b4f51965368f95c17add7.jpg,Electabuzz,125
1303,PokemonData\Electabuzz\dee8a462189b4e0f8192bcdb3fa260f6.jpg,Electabuzz,125
1304,PokemonData\Electabuzz\ea0aa4191db54089a0e6fc9559cd99fb.jpg,Electabuzz,125
1305,PokemonData\Electabuzz\ea3addd4498a44fa9c560ed21d4b6a8c.jpg,Electabuzz,125
1306,PokemonData\Electabuzz\ee3abeda5e2f4421af94a586e5203ad8.jpg,Electabuzz,125
1307,PokemonData\Electabuzz\efe60154d3ee4867bbabfb7ff180f356.jpg,Electabuzz,125
1308,PokemonData\Electabuzz\f028065618a94e3da34ad7b1a190a5e0.jpg,Electabuzz,125
1309,PokemonData\Electrode\01b2d9bed8c24ed8aede5a0ce4af50fc.jpg,Electrode,101
1310,PokemonData\Electrode\02cf1e74826347daaa2de2fa37211349.jpg,Electrode,101
1311,PokemonData\Electrode\06c343f40fc041e1a77ee5ce9375e872.jpg,Electrode,101
1312,PokemonData\Electrode\0f20e587867843b388c3b471b8654113.jpg,Electrode,101
1313,PokemonData\Electrode\10f10392d1f84164999deb053c6aeac0.jpg,Electrode,101
1314,PokemonData\Electrode\144fea14a364493b8c1ef9d4fcad871f.jpg,Electrode,101
1315,PokemonData\Electrode\1522c4b80d784128a58684baad876ed8.jpg,Electrode,101
1316,PokemonData\Electrode\1615fe60a45b41cfb5ba64ab1fc4e33c.jpg,Electrode,101
1317,PokemonData\Electrode\1b11103a2d1f4e289434494b9dee3ab9.jpg,Electrode,101
1318,PokemonData\Electrode\1f78e085ec8d4db28df030f3b08aa36e.jpg,Electrode,101
1319,PokemonData\Electrode\2b82992ba4bd4461a43b8d65631d31df.jpg,Electrode,101
1320,PokemonData\Electrode\31fa206d0afd4813a40ea135b215b204.jpg,Electrode,101
1321,PokemonData\Electrode\341c301cf89f44b68ff6c0c7f037700e.jpg,Electrode,101
1322,PokemonData\Electrode\3589640cd1aa4e4db429c9594a68f1f8.jpg,Electrode,101
1323,PokemonData\Electrode\3aa6dc239f9b46fdba5ae48d27e7c29c.jpg,Electrode,101
1324,PokemonData\Electrode\3eb6843a386249be922b60e671eed40f.jpg,Electrode,101
1325,PokemonData\Electrode\4558c81e1964452480c1961da3cd3281.jpg,Electrode,101
1326,PokemonData\Electrode\4e10aba977ad4b1197d8510344cfeec5.jpg,Electrode,101
1327,PokemonData\Electrode\506356029457438c84d74ef109bad545.jpg,Electrode,101
1328,PokemonData\Electrode\51a87c6f133047eebbf6820a80750808.jpg,Electrode,101
1329,PokemonData\Electrode\51ab114f608f4de8854fdb4296e8f548.jpg,Electrode,101
1330,PokemonData\Electrode\5402d3e005024756a0faf4ca6f9c3e01.jpg,Electrode,101
1331,PokemonData\Electrode\55cc9795fa75429d8fa076936bd5fee5.jpg,Electrode,101
1332,PokemonData\Electrode\6a6b6d9713d747e88457eb20814907aa.jpg,Electrode,101
1333,PokemonData\Electrode\6c14a846b2fe4bcc8175405f931c283b.jpg,Electrode,101
1334,PokemonData\Electrode\71415178436743108653a0628424a8a3.jpg,Electrode,101
1335,PokemonData\Electrode\73789febc07046de9df441eddad12417.jpg,Electrode,101
1336,PokemonData\Electrode\795c574e14934747aa290a334e7d32b5.jpg,Electrode,101
1337,PokemonData\Electrode\7fe8852c83644ac18026fc3ffdf017b2.jpg,Electrode,101
1338,PokemonData\Electrode\8654e474b7ac4653a533a77e77930356.jpg,Electrode,101
1339,PokemonData\Electrode\89b92418a0d34c08bfb5a76027e612ee.jpg,Electrode,101
1340,PokemonData\Electrode\8f13b822adc94df0979bdf37d053bc18.jpg,Electrode,101
1341,PokemonData\Electrode\972a317b92ac4e9785e58bcd030e0624.jpg,Electrode,101
1342,PokemonData\Electrode\9df192cc4a954318bcece91e1aa2c90a.jpg,Electrode,101
1343,PokemonData\Electrode\9e023891d915404c8fdced40788411e2.jpg,Electrode,101
1344,PokemonData\Electrode\9ee4e408fd3c46519a34dcef375d638b.jpg,Electrode,101
1345,PokemonData\Electrode\a3e94119e0d4446ab6021fbf174340b0.jpg,Electrode,101
1346,PokemonData\Electrode\a56a1f2568044dd68bdcb1ed9f92243c.jpg,Electrode,101
1347,PokemonData\Electrode\af02030b753a447ab83c80c47e530837.jpg,Electrode,101
1348,PokemonData\Electrode\bc731d4654d74a4896911d5908b5fce7.jpg,Electrode,101
1349,PokemonData\Electrode\c84f8ca6b05c43888eee94d80a128c0c.jpg,Electrode,101
1350,PokemonData\Electrode\c91ca968f8f74755ba04990f97ca0b35.jpg,Electrode,101
1351,PokemonData\Electrode\de6b731598dc433ca4e600183dd91029.jpg,Electrode,101
1352,PokemonData\Electrode\e52604dd4c6e49c69e0d772fa9515f9b.jpg,Electrode,101
1353,PokemonData\Electrode\ea5074d8171046d0bffd7a9397723956.jpg,Electrode,101
1354,PokemonData\Electrode\f34f125dcc8a4cf4ad4072887684ef71.jpg,Electrode,101
1355,PokemonData\Electrode\f599e6bef02347dc92955860b74dec21.jpg,Electrode,101
1356,PokemonData\Electrode\f5b04900c2074b46b35a9bc5d9cd0651.jpg,Electrode,101
1357,PokemonData\Electrode\f80be319c94f4c0bb00169b61ffaa5e7.jpg,Electrode,101
1358,PokemonData\Electrode\f85d9312fdb54fa9926adfc8cb73db8d.jpg,Electrode,101
1359,PokemonData\Electrode\fefb9510567b4992b8462976c4974d0b.jpg,Electrode,101
1360,PokemonData\Exeggcute\020eea5bfc8741d28ca1929e294f28a3.jpg,Exeggcute,102
1361,PokemonData\Exeggcute\07410a4d857f411fb960f9233e073540.jpg,Exeggcute,102
1362,PokemonData\Exeggcute\0a5b8bf386eb4605aa02e42e436ba775.jpg,Exeggcute,102
1363,PokemonData\Exeggcute\0dd24956dec54dd798460b4b06c4b289.jpg,Exeggcute,102
1364,PokemonData\Exeggcute\0e1e454ec5a94c8790983fec3ade2800.jpg,Exeggcute,102
1365,PokemonData\Exeggcute\1a1b8682fdbe40c48a5d49bb52666896.jpg,Exeggcute,102
1366,PokemonData\Exeggcute\1ef592501b844c5894a2be787f153e8f.jpg,Exeggcute,102
1367,PokemonData\Exeggcute\22e9221ff32f4ca3ab7ce74b58ba19a5.jpg,Exeggcute,102
1368,PokemonData\Exeggcute\247f5a84e83e462eaaf88d2b1a4e6b66.jpg,Exeggcute,102
1369,PokemonData\Exeggcute\3225388ba64b42b4817dd7430c80706f.jpg,Exeggcute,102
1370,PokemonData\Exeggcute\339569deac4d4ecca22fa807d2dc9fc2.jpg,Exeggcute,102
1371,PokemonData\Exeggcute\36b300b49df5402ab0d720f2d6b9b6d6.jpg,Exeggcute,102
1372,PokemonData\Exeggcute\41a29f99088b40459a20594fd7cb600a.jpg,Exeggcute,102
1373,PokemonData\Exeggcute\431bb801d9b4451480960caec7fd5bb3.jpg,Exeggcute,102
1374,PokemonData\Exeggcute\436630ab470d434bbfcefa005e0477dd.jpg,Exeggcute,102
1375,PokemonData\Exeggcute\526b27a12dfd401d899793e2e51533b8.jpg,Exeggcute,102
1376,PokemonData\Exeggcute\58983b10ed8e423a9c42473ae0157745.jpg,Exeggcute,102
1377,PokemonData\Exeggcute\5a1905c01f6b472c8c5e01dd63418dc9.jpg,Exeggcute,102
1378,PokemonData\Exeggcute\6192611f57e846eeb191ba5859cd19d9.jpg,Exeggcute,102
1379,PokemonData\Exeggcute\70d1f0de456e4ba8b67b08903adf79d6.jpg,Exeggcute,102
1380,PokemonData\Exeggcute\758f9e8da9e447a583f639b41b16af72.jpg,Exeggcute,102
1381,PokemonData\Exeggcute\767810529b9b4cc09c3f31be5053a40b.jpg,Exeggcute,102
1382,PokemonData\Exeggcute\76b20bb1256a4f32bbbd38c333b84f61.jpg,Exeggcute,102
1383,PokemonData\Exeggcute\7ab7355ca99046e1a5c74a16d6c3627a.jpg,Exeggcute,102
1384,PokemonData\Exeggcute\81439a6d944f403398c4036cece93269.jpg,Exeggcute,102
1385,PokemonData\Exeggcute\895c78d8b8384e2aa110a6f80a88f46a.jpg,Exeggcute,102
1386,PokemonData\Exeggcute\9259c01f616e407baf0611d02b2605cb.jpg,Exeggcute,102
1387,PokemonData\Exeggcute\93bc46d4be02404eb8cffdd0988be07e.jpg,Exeggcute,102
1388,PokemonData\Exeggcute\942e6a13076b4018801db6d21a79d885.jpg,Exeggcute,102
1389,PokemonData\Exeggcute\98efb1005133481c93f172b63fc6f862.jpg,Exeggcute,102
1390,PokemonData\Exeggcute\991964cdea4a48ddb52c9aa8bd496e6e.jpg,Exeggcute,102
1391,PokemonData\Exeggcute\a136eaae87214aa498f13802dbeb1aa3.jpg,Exeggcute,102
1392,PokemonData\Exeggcute\a319d681b7544d22a1b4ef809da6bda2.jpg,Exeggcute,102
1393,PokemonData\Exeggcute\a3412565e17847878d4771e46465d97d.jpg,Exeggcute,102
1394,PokemonData\Exeggcute\aecd653012344983b1d4864483f06402.jpg,Exeggcute,102
1395,PokemonData\Exeggcute\b111af1892284da98966bfd5f00f9008.jpg,Exeggcute,102
1396,PokemonData\Exeggcute\c38660efd7bd49b28521cfe5ab84d575.jpg,Exeggcute,102
1397,PokemonData\Exeggcute\d6ebc70cfaf84068ba6a7b7ed9849203.jpg,Exeggcute,102
1398,PokemonData\Exeggcute\dfd6eaf1e14049c6afc169964f2c9b2b.jpg,Exeggcute,102
1399,PokemonData\Exeggcute\e2aead07d8f44d3f9d28f4eb2abac95c.jpg,Exeggcute,102
1400,PokemonData\Exeggcute\e3c554e220a84749a356c567f806ff34.jpg,Exeggcute,102
1401,PokemonData\Exeggcute\f092cc8ad42843558a1adac00861afb1.jpg,Exeggcute,102
1402,PokemonData\Exeggcute\f10d36aa1af7433bb1b84d5f2629001d.jpg,Exeggcute,102
1403,PokemonData\Exeggcute\f201417d88184b5caa827ac048bfa323.jpg,Exeggcute,102
1404,PokemonData\Exeggcute\f2af06f047754b7c9f511578b47329ea.jpg,Exeggcute,102
1405,PokemonData\Exeggcute\fb1282412bb14d09bf60321a9f8ae757.jpg,Exeggcute,102
1406,PokemonData\Exeggutor\0171d6e777c8440985e7c65cb7fcda82.jpg,Exeggutor,103
1407,PokemonData\Exeggutor\069d5a1751674c6d85a5a52c33522fd8.jpg,Exeggutor,103
1408,PokemonData\Exeggutor\099178e78beb497aa0bcf4add652da09.jpg,Exeggutor,103
1409,PokemonData\Exeggutor\15114835aba744358bf17d2e90b3fc31.jpg,Exeggutor,103
1410,PokemonData\Exeggutor\1db08d515e154b8dbf4541b131797eea.jpg,Exeggutor,103
1411,PokemonData\Exeggutor\2123d134a3934760bd112fc6fa835e5f.jpg,Exeggutor,103
1412,PokemonData\Exeggutor\2675bf9164c44a2796d6755c252152fc.jpg,Exeggutor,103
1413,PokemonData\Exeggutor\2b8bc491c5ca4e788999f8ea53617638.svg,Exeggutor,103
1414,PokemonData\Exeggutor\3188a253418843d2ba5bcf8e951997f6.jpg,Exeggutor,103
1415,PokemonData\Exeggutor\34201881295c423597a13648a237785c.jpg,Exeggutor,103
1416,PokemonData\Exeggutor\372b8c54625e440a995b7f8e4e7b4b12.jpg,Exeggutor,103
1417,PokemonData\Exeggutor\384796b6ddf34971a5d803ce2a1a214e.jpg,Exeggutor,103
1418,PokemonData\Exeggutor\3978954c2a474d7da1a024a2c6b58842.jpg,Exeggutor,103
1419,PokemonData\Exeggutor\3b3c4a6b1fe6447d94ea7c953b6231d5.jpg,Exeggutor,103
1420,PokemonData\Exeggutor\42e699e0857247b59dd76a4e72d17149.jpg,Exeggutor,103
1421,PokemonData\Exeggutor\44b7cf8ab01942b395d94bf9fe9efc4d.jpg,Exeggutor,103
1422,PokemonData\Exeggutor\4a7b2502a5fa4554ac145a6d4a909ae6.jpg,Exeggutor,103
1423,PokemonData\Exeggutor\57d040767a7042189902fd1a2352f824.jpg,Exeggutor,103
1424,PokemonData\Exeggutor\5b7864adb8df4d2a9d8096a505f3a46d.jpg,Exeggutor,103
1425,PokemonData\Exeggutor\5e5b217e4e084d209958c18a59870c8b.jpg,Exeggutor,103
1426,PokemonData\Exeggutor\6324b37e3c1343e7b3e084ec9e52c95d.jpg,Exeggutor,103
1427,PokemonData\Exeggutor\6451fa5c8e6243989b1ca8c801d46619.jpg,Exeggutor,103
1428,PokemonData\Exeggutor\6b3e37ef59ab436a893fd5ed7fae4460.jpg,Exeggutor,103
1429,PokemonData\Exeggutor\6c6e6657b61349c8b0777177188025c0.jpg,Exeggutor,103
1430,PokemonData\Exeggutor\6df4b0c0885d47149e015ad7ed2516a1.jpg,Exeggutor,103
1431,PokemonData\Exeggutor\72bc245762e34d7b8c1ae4b72b175cac.jpg,Exeggutor,103
1432,PokemonData\Exeggutor\77c1b2a07e884acbaadebc902e863d95.jpeg,Exeggutor,103
1433,PokemonData\Exeggutor\77c1b2a07e884acbaadebc902e863d95.jpg,Exeggutor,103
1434,PokemonData\Exeggutor\81ff6b76cc944988b5911dce9d05a331.jpg,Exeggutor,103
1435,PokemonData\Exeggutor\881beaf92626475b8ac47df810764f0b.jpg,Exeggutor,103
1436,PokemonData\Exeggutor\89b1d3ed33854f3dbcc45fd74a19c6c8.jpg,Exeggutor,103
1437,PokemonData\Exeggutor\8e0544919f89414599d4c11e558bd88f.jpg,Exeggutor,103
1438,PokemonData\Exeggutor\95b97b6b47254a798e31b69561f9f5e3.jpg,Exeggutor,103
1439,PokemonData\Exeggutor\97e034e029f841b4a4d403ef18a85f14.jpg,Exeggutor,103
1440,PokemonData\Exeggutor\a92be2d47df44e788df8dc69c25a2cc1.jpg,Exeggutor,103
1441,PokemonData\Exeggutor\abe0f9f0c0d04885ba7683c496afaa83.jpg,Exeggutor,103
1442,PokemonData\Exeggutor\ae6b751f871e4054887614b2cef767c2.jpg,Exeggutor,103
1443,PokemonData\Exeggutor\b9a0010e056a4809bfdf9705516e930c.jpg,Exeggutor,103
1444,PokemonData\Exeggutor\bf9ef64bdfae4462832aa6e739154af3.jpg,Exeggutor,103
1445,PokemonData\Exeggutor\c5c77a423e544854805273bbc2f98981.jpg,Exeggutor,103
1446,PokemonData\Exeggutor\c7690f8464b34fd1b5d75c4b82c3b6de.jpg,Exeggutor,103
1447,PokemonData\Exeggutor\ca66adf987ff46c4ae8c3ad7eae80698.jpg,Exeggutor,103
1448,PokemonData\Exeggutor\cfaab1be3ffa432c92424d158cb87e39.jpg,Exeggutor,103
1449,PokemonData\Exeggutor\d780d39673dc470194f9b4c1bc7be989.jpg,Exeggutor,103
1450,PokemonData\Exeggutor\d889e171949d49159abb1b40dbd38a58.jpg,Exeggutor,103
1451,PokemonData\Exeggutor\ddb950f3c74449e8923d1bd69b6e8248.jpg,Exeggutor,103
1452,PokemonData\Exeggutor\ee12d2684975437e8f383c72e0ed354e.jpg,Exeggutor,103
1453,PokemonData\Exeggutor\f29b4f9fccff4055b167ece6556143cd.svg,Exeggutor,103
1454,PokemonData\Exeggutor\f47d07c8a3244ad7bf8ba81427d698c9.jpg,Exeggutor,103
1455,PokemonData\Exeggutor\f775a29286fa4c71993b7a649cb0e6c8.jpg,Exeggutor,103
1456,PokemonData\Exeggutor\fa0607c21f704a699ef7f20f6bd3bdd9.jpg,Exeggutor,103
1457,PokemonData\Exeggutor\fe39fe72f32f4a87a8913520d87300e9.jpg,Exeggutor,103
1458,PokemonData\Farfetchd\08646b3a487044b58eb8f288779ca403.jpg,Farfetchd,83
1459,PokemonData\Farfetchd\0cc45a8964ea413ab504852875cfe624.jpg,Farfetchd,83
1460,PokemonData\Farfetchd\0ebb1e766b2643c485d8576ac2fbfcfb.jpg,Farfetchd,83
1461,PokemonData\Farfetchd\13447853842c4e01accbf36ce17fbed2.jpg,Farfetchd,83
1462,PokemonData\Farfetchd\1c8f5f2a72bd4ad696341682fc26c83c.jpg,Farfetchd,83
1463,PokemonData\Farfetchd\1d39290d41f94cbc8516740e81f0a718.jpg,Farfetchd,83
1464,PokemonData\Farfetchd\28d218fd4cac41a69ceff51a0af6ad39.jpg,Farfetchd,83
1465,PokemonData\Farfetchd\298c3c2f9d5a487bab4fc8823a0f6393.jpg,Farfetchd,83
1466,PokemonData\Farfetchd\3076f9d58446429ca6f56b3a6db4b94d.jpg,Farfetchd,83
1467,PokemonData\Farfetchd\35bc6640ede446ad81e9944719e41dda.jpg,Farfetchd,83
1468,PokemonData\Farfetchd\38b2a8c41abe4d11885ef7ea54e53fe1.jpg,Farfetchd,83
1469,PokemonData\Farfetchd\3dad20519f5b49328ff14e7568dc92eb.jpg,Farfetchd,83
1470,PokemonData\Farfetchd\412f9a504e284f098a6c6e37ead61ef4.jpg,Farfetchd,83
1471,PokemonData\Farfetchd\4428f52e6603460f826f391073ca9c41.jpg,Farfetchd,83
1472,PokemonData\Farfetchd\4a44f98b4c89428a8be06fa13113cca7.jpg,Farfetchd,83
1473,PokemonData\Farfetchd\4a8db912fa2a4386be82f8a0ec8f58d9.jpg,Farfetchd,83
1474,PokemonData\Farfetchd\4e5b9ed9d7bc47c589378c41c58b425c.jpg,Farfetchd,83
1475,PokemonData\Farfetchd\4ebacdc29aa549d08e5954af38498a42.jpg,Farfetchd,83
1476,PokemonData\Farfetchd\4fd6b53c5e7d4da6a377ca443289ab0e.jpg,Farfetchd,83
1477,PokemonData\Farfetchd\5a3fe1c1b19146ce8eeaaa5db74fb27e.jpg,Farfetchd,83
1478,PokemonData\Farfetchd\5a85dff224a8469a8dfcd3caa32e340a.jpg,Farfetchd,83
1479,PokemonData\Farfetchd\5f2a101ecc234cc7b15714d4c3a661fa.jpg,Farfetchd,83
1480,PokemonData\Farfetchd\6293a3eb9acb461ca4414815e4608c3f.jpg,Farfetchd,83
1481,PokemonData\Farfetchd\63e2c26b0cae4bb58ba7a48ccf40fea9.jpg,Farfetchd,83
1482,PokemonData\Farfetchd\6433015920254b6c95207bb0862eb0fa.jpg,Farfetchd,83
1483,PokemonData\Farfetchd\693436a3f6a746d99a998be30a48fad1.jpg,Farfetchd,83
1484,PokemonData\Farfetchd\6e795b11c9a749c38884e32c0b84f465.jpg,Farfetchd,83
1485,PokemonData\Farfetchd\7480c322008144a3a3c5798bc04f98c4.jpg,Farfetchd,83
1486,PokemonData\Farfetchd\7a3236da0d034291a1a2bfab368d5c3a.jpg,Farfetchd,83
1487,PokemonData\Farfetchd\7dc19864f5a7496681d25f8a63f90113.jpg,Farfetchd,83
1488,PokemonData\Farfetchd\862e08ed54a349aca793832e304a9108.jpg,Farfetchd,83
1489,PokemonData\Farfetchd\87f9f6e0309d4e95a3f2d1d0514b6d3e.jpg,Farfetchd,83
1490,PokemonData\Farfetchd\8dd5f7a7ae4f43708c94fb3cb9b3f535.jpg,Farfetchd,83
1491,PokemonData\Farfetchd\99f5859e661f45ccb8b1e53f2ebdd5b1.jpg,Farfetchd,83
1492,PokemonData\Farfetchd\9c0ff304bc9648089506dc89b5732747.jpg,Farfetchd,83
1493,PokemonData\Farfetchd\b2969dc9a262421587644723af4cd8ef.jpg,Farfetchd,83
1494,PokemonData\Farfetchd\b35d3331455e46828a670f00896bfe3d.jpg,Farfetchd,83
1495,PokemonData\Farfetchd\be7e65e449ad4c4394c9062ccee7fb18.jpg,Farfetchd,83
1496,PokemonData\Farfetchd\cdcfe5ed91c14a2cab2c462cee77b022.jpg,Farfetchd,83
1497,PokemonData\Farfetchd\cf4353a72ba04af796477f63f34fb54b.jpg,Farfetchd,83
1498,PokemonData\Farfetchd\d4393ad4fcd24f389b8a554fdbc388d7.jpg,Farfetchd,83
1499,PokemonData\Farfetchd\de17072e6baf4863be2e1b08a808bf4d.jpg,Farfetchd,83
1500,PokemonData\Farfetchd\e0f46855bda14daaa97e74a3ed2bf9e9.jpg,Farfetchd,83
1501,PokemonData\Farfetchd\ede092f30de34db0b11a10b66b9e5fcc.jpg,Farfetchd,83
1502,PokemonData\Farfetchd\f4f020dcc54d4d7a93208c5e59c4857a.jpg,Farfetchd,83
1503,PokemonData\Farfetchd\fafdb4b3645a43df9ce5e6131a0c6595.jpg,Farfetchd,83
1504,PokemonData\Farfetchd\fbba1ed59b384a659ef7bd23eca05fb3.jpg,Farfetchd,83
1505,PokemonData\Farfetchd\fd3d3c4d98ce44349d64723abeffe765.jpg,Farfetchd,83
1506,PokemonData\Fearow\000ba47c18ba4cdc81122e8b284ef1f2.jpg,Fearow,22
1507,PokemonData\Fearow\00abb865255442dbbde4900e112bd546.jpg,Fearow,22
1508,PokemonData\Fearow\040b25e540a249f39f67b16f2a86f422.jpg,Fearow,22
1509,PokemonData\Fearow\0650b2af8e624c33baef6d5741ca674c.jpg,Fearow,22
1510,PokemonData\Fearow\075b87fde3a84d58bf2a0ad31b473778.jpg,Fearow,22
1511,PokemonData\Fearow\0f8626c7a4df46c0b023d6378e228f5b.jpg,Fearow,22
1512,PokemonData\Fearow\16a90fef1a0748bfaaaf3bdf01dba631.jpg,Fearow,22
1513,PokemonData\Fearow\1b9c59e3a9ca46a1a1caa7d220a315e4.jpg,Fearow,22
1514,PokemonData\Fearow\1ee9e3518cbf47f099a6bc84df5fb220.jpg,Fearow,22
1515,PokemonData\Fearow\2013a8bc62c741b69116b1b897c5a472.jpg,Fearow,22
1516,PokemonData\Fearow\2106a9a26a114d9692ec51bb57b1c483.jpg,Fearow,22
1517,PokemonData\Fearow\23d0baa13c5b400c9c53f8c393f36ba3.jpg,Fearow,22
1518,PokemonData\Fearow\27c565d67e374082b2bc8c673108d61b.jpg,Fearow,22
1519,PokemonData\Fearow\2852c37d32b24dc6b68933f8648445d7.jpg,Fearow,22
1520,PokemonData\Fearow\2be0db27677f4a508fcd1388ebca9b3f.jpg,Fearow,22
1521,PokemonData\Fearow\2eaaf975795a4f63b81f08562182cb27.jpg,Fearow,22
1522,PokemonData\Fearow\2f57ba2d6f2940a98c82a2e9ca12e3ef.jpg,Fearow,22
1523,PokemonData\Fearow\33f69805942a467e83c43a69a74afb82.jpg,Fearow,22
1524,PokemonData\Fearow\360998205fdf4c3484590863968c3270.jpg,Fearow,22
1525,PokemonData\Fearow\383d67ea6c164d6ea44d7c8be153b016.jpg,Fearow,22
1526,PokemonData\Fearow\3bb3f24e35ac4b7290819eb9e38e578c.jpg,Fearow,22
1527,PokemonData\Fearow\3f15f5e5f88a44efa096d32b1935bbf3.jpg,Fearow,22
